Rank,Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season
,Real Madrid,37,25.6,21,€30.68m,€1.14bn,La_Liga,2023
,FC Barcelona,38,24.0,15,€24.11m,€916.20m,La_Liga,2023
,Real Sociedad,40,25.2,10,€12.46m,€498.50m,La_Liga,2023
,Atlético de Madrid,42,26.9,23,€10.92m,€458.45m,La_Liga,2023
,Girona FC,37,25.6,15,€8.05m,€297.90m,La_Liga,2023
,Athletic Bilbao,31,27.0,2,€9.54m,€295.65m,La_Liga,2023
,Villarreal CF,39,27.2,15,€6.47m,€252.50m,La_Liga,2023
,Valencia CF,36,23.8,11,€6.80m,€244.73m,La_Liga,2023
,Sevilla FC,49,26.7,27,€4.67m,€228.75m,La_Liga,2023
,Real Betis Balompié,42,27.0,22,€5.35m,€224.88m,La_Liga,2023
,Celta de Vigo,39,25.9,14,€3.83m,€149.30m,La_Liga,2023
,Granada CF,46,26.4,18,€3.07m,€141.10m,La_Liga,2023
,Getafe CF,40,25.7,18,€3.33m,€133.00m,La_Liga,2023
,Deportivo Alavés,41,24.5,16,€3.02m,€123.70m,La_Liga,2023
,UD Las Palmas,35,26.2,11,€3.21m,€112.40m,La_Liga,2023
,CA Osasuna,32,27.2,5,€3.29m,€105.35m,La_Liga,2023
,UD Almería,41,25.3,22,€2.42m,€99.40m,La_Liga,2023
,RCD Mallorca,35,26.9,14,€2.51m,€87.70m,La_Liga,2023
,Rayo Vallecano,30,28.9,12,€2.13m,€63.95m,La_Liga,2023
,Cádiz CF,44,27.0,15,€1.38m,€60.70m,La_Liga,2023
,Real Madrid,42,24.4,19,€32.11m,€1.35bn,La_Liga,2024
,FC Barcelona,39,23.3,11,€27.76m,€1.08bn,La_Liga,2024
,Atlético de Madrid,41,26.5,22,€13.23m,€542.50m,La_Liga,2024
,Athletic Bilbao,37,26.1,4,€10.14m,€375.35m,La_Liga,2024
,Real Sociedad,39,24.6,9,€8.85m,€345.05m,La_Liga,2024
,Real Betis Balompié,46,26.0,19,€6.34m,€291.70m,La_Liga,2024
,Villarreal CF,36,26.2,16,€7.34m,€264.25m,La_Liga,2024
,Valencia CF,44,24.5,13,€4.90m,€215.55m,La_Liga,2024
,Sevilla FC,44,25.2,19,€4.18m,€183.90m,La_Liga,2024
,Girona FC,46,25.1,22,€3.33m,€153.10m,La_Liga,2024
,Celta de Vigo,36,26.3,12,€3.64m,€130.90m,La_Liga,2024
,UD Las Palmas,42,25.4,15,€2.79m,€117.30m,La_Liga,2024
,RCD Espanyol Barcelona,37,25.6,10,€3.16m,€116.98m,La_Liga,2024
,CA Osasuna,34,26.7,4,€3.33m,€113.28m,La_Liga,2024
,Deportivo Alavés,37,25.8,15,€2.50m,€92.35m,La_Liga,2024
,Getafe CF,37,25.4,15,€2.37m,€87.70m,La_Liga,2024
,RCD Mallorca,31,27.6,13,€2.74m,€84.88m,La_Liga,2024
,Real Valladolid CF,43,25.4,23,€1.89m,€81.45m,La_Liga,2024
,Rayo Vallecano,34,28.3,11,€2.00m,€68.00m,La_Liga,2024
,CD Leganés,40,26.1,16,€1.20m,€47.98m,La_Liga,2024
,Real Madrid,25,25.9,18,€56.04m,€1.40bn,La_Liga,2025
,FC Barcelona,23,25.5,10,€48.17m,€1.11bn,La_Liga,2025
,Atlético de Madrid,24,27.6,16,€25.99m,€623.80m,La_Liga,2025
,Athletic Bilbao,27,27.0,3,€13.69m,€369.70m,La_Liga,2025
,Villarreal CF,27,26.3,14,€10.38m,€280.30m,La_Liga,2025
,Real Sociedad,26,25.9,9,€9.73m,€252.90m,La_Liga,2025
,Real Betis Balompié,26,28.6,12,€8.29m,€215.50m,La_Liga,2025
,Valencia CF,23,27.2,11,€7.24m,€166.60m,La_Liga,2025
,Girona FC,25,28.0,14,€6.21m,€155.20m,La_Liga,2025
,Celta de Vigo,28,26.2,8,€5.05m,€141.40m,La_Liga,2025
,Sevilla FC,27,27.6,15,€4.71m,€127.10m,La_Liga,2025
,RCD Espanyol Barcelona,24,26.5,7,€4.13m,€99.00m,La_Liga,2025
,CA Osasuna,20,28.4,4,€4.44m,€88.70m,La_Liga,2025
,Rayo Vallecano,24,29.1,13,€3.68m,€88.40m,La_Liga,2025
,Levante UD,24,26.3,7,€3.63m,€87.20m,La_Liga,2025
,RCD Mallorca,25,28.0,9,€3.41m,€85.20m,La_Liga,2025
,Elche CF,26,26.1,10,€3.07m,€79.90m,La_Liga,2025
,Deportivo Alavés,23,28.1,10,€3.06m,€70.40m,La_Liga,2025
,Getafe CF,22,28.2,10,€3.08m,€67.80m,La_Liga,2025
,Real Oviedo,26,28.7,15,€2.34m,€60.80m,La_Liga,2025
