Rank,Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season
,Crystal Palace,30,25.4,17,€16.15m,€484.53m,Premier_League,2025
,AFC Bournemouth,25,25.0,19,€17.92m,€448.10m,Premier_League,2025
,Brentford FC,31,24.8,21,€14.03m,€434.90m,Premier_League,2025
,Everton FC,24,26.7,13,€17.28m,€414.60m,Premier_League,2025
,West Ham United,26,26.9,18,€15.42m,€400.80m,Premier_League,2025
,Wolverhampton Wanderers,26,26.2,24,€14.48m,€376.60m,Premier_League,2025
,Fulham FC,24,28.0,20,€15.58m,€374.00m,Premier_League,2025
,Sunderland AFC,36,25.0,24,€9.44m,€340.00m,Premier_League,2025
,Leeds United,26,27.0,19,€12.17m,€316.30m,Premier_League,2025
,Burnley FC,32,26.6,25,€7.72m,€247.15m,Premier_League,2025
